"","lemma","tag","Total"
"41","lemma=ῥίπτω"," postag=v3siia---",3
"42","lemma=ῥίπτω"," postag=v3spia---",3
"43","lemma=ῥίπτω"," postag=v3spme---",2
"44","lemma=ῥίπτω"," postag=v3srie---",1
"45","lemma=ῥοθέω"," postag=v3piia---",2
"46","lemma=ῥοφάω"," postag=v--ana---",1
"47","lemma=ῥοφέω"," postag=v--pna---",1
"48","lemma=ῥοφέω"," postag=v3spia---",1
"49","lemma=ῥοχθέω"," postag=v3siia---",1
"50","lemma=ῥοχθέω"," postag=v3spia---",1
"51","lemma=ῥοιζέω"," postag=v3saia---",1
"52","lemma=ῥοιζέω"," postag=v3siia---",1
"53","lemma=ῥοιβδέω"," postag=v-sppafn-",1
"54","lemma=ῥοιβδέω"," postag=v3saoa---",1
"55","lemma=ῥαίζω"," postag=v3saia---",1
"56","lemma=ῥαίω"," postag=v--ana---",1
"57","lemma=ῥαίω"," postag=v--fna---",2
"58","lemma=ῥαίω"," postag=v-sppemg-",1
"59","lemma=ῥαίω"," postag=v3saip---",1
"60","lemma=ῥαίω"," postag=v3sasa---",1
"61","lemma=ῥαίω"," postag=v3sasp---",1
"62","lemma=ῥαίω"," postag=v3siia---",1
"63","lemma=ῥαίω"," postag=v3spoe---",2
"64","lemma=ῥαίω"," postag=v3spsa---",1
"65","lemma=ῥαίνω"," postag=v-sppemn-",1
"66","lemma=ῥαίνω"," postag=v2pama---",1
"67","lemma=ῥαίνω"," postag=v3piie---",1
"68","lemma=ῥαίνω"," postag=v3plie---",1
"69","lemma=ῥαίνω"," postag=v3prie---",1
"70","lemma=ῥαίνω"," postag=v3saia---",1
"71","lemma=ῥαίνω"," postag=v3siia---",1
"72","lemma=ῥαπίζω"," postag=v--ana---",1
"73","lemma=ῥαπίζω"," postag=v--anp---",1
"74","lemma=ῥαπίζω"," postag=v3ppia---",1
"75","lemma=ῥαχίζω"," postag=v-sppamn-",1
"76","lemma=ῥαχίζω"," postag=v3piia---",1
"77","lemma=ῥαχίζω"," postag=v3siia---",1
"78","lemma=ῥαντίζω"," postag=v3sfip---",1
"79","lemma=ῥαβδονομέω"," postag=v3siia---",1
"80","lemma=ῥάπτω"," postag=v--ana---",1
"81","lemma=ῥάπτω"," postag=v--pna---",1
"82","lemma=ῥάπτω"," postag=v-prpefn-",1
"83","lemma=ῥάπτω"," postag=v1piia---",2
"84","lemma=ῥάπτω"," postag=v2spia---",1
"85","lemma=ῥάπτω"," postag=v3ppia---",1
"86","lemma=ῥάπτω"," postag=v3saia---",1
"87","lemma=ῥήγνυμι"," postag=v--ana---",2
"88","lemma=ῥήγνυμι"," postag=v--anm---",1
"89","lemma=ῥήγνυμι"," postag=v--fna---",3
"90","lemma=ῥήγνυμι"," postag=v--pne---",1
"91","lemma=ῥήγνυμι"," postag=v-papamn-",1
"92","lemma=ῥήγνυμι"," postag=v-papmmn-",3
"93","lemma=ῥήγνυμι"," postag=v-pappfg-",1
"94","lemma=ῥήγνυμι"," postag=v-pappng-",1
"95","lemma=ῥήγνυμι"," postag=v-pppamn-",1
"96","lemma=ῥήγνυμι"," postag=v-sapafn-",1
"97","lemma=ῥήγνυμι"," postag=v-sapamn-",3
"98","lemma=ῥήγνυμι"," postag=v-sapmmd-",1
"99","lemma=ῥήγνυμι"," postag=v-sapmmn-",1
"100","lemma=ῥήγνυμι"," postag=v-sappfn-",1
"101","lemma=ῥήγνυμι"," postag=v-sappma-",1
"102","lemma=ῥήγνυμι"," postag=v-sppenn-",1
"103","lemma=ῥήγνυμι"," postag=v1pasm---",1
"104","lemma=ῥήγνυμι"," postag=v1sfia---",1
"105","lemma=ῥήγνυμι"," postag=v2ppme---",1
"106","lemma=ῥήγνυμι"," postag=v2samm---",1
"107","lemma=ῥήγνυμι"," postag=v3paim---",2
"108","lemma=ῥήγνυμι"," postag=v3piie---",2
"109","lemma=ῥήγνυμι"," postag=v3ppia---",1
"110","lemma=ῥήγνυμι"," postag=v3ppie---",1
"111","lemma=ῥήγνυμι"," postag=v3saia---",23
"112","lemma=ῥήγνυμι"," postag=v3siia---",1
"113","lemma=ῥήγνυμι"," postag=v3siie---",1
"114","lemma=ῥήγνυμι"," postag=v3spia---",1
"115","lemma=ῥήγνυμι"," postag=v3spma---",1
"116","lemma=ῥήγνυμι"," postag=v3sria---",3
"117","lemma=ῥήσσω"," postag=v3saia---",1
"118","lemma=ῥυθμίζω"," postag=v1srie---",1
"119","lemma=ῥυθμίζω"," postag=v2spia---",1
"120","lemma=ῥυθμίζω"," postag=v3ppia---",1
"121","lemma=ῥυπάω"," postag=v-pppana-",2
"122","lemma=ῥυπάω"," postag=v-sppama-",1
"123","lemma=ῥυπάω"," postag=v1spia---",2
"124","lemma=ῥυπόομαι"," postag=v-prpenn-",1
"125","lemma=ῥυμουλκέω"," postag=v-pppamd-",1
"126","lemma=ῥυμουλκέω"," postag=v-pppamg-",1
"127","lemma=ῥυστάζω"," postag=v-pppama-",2
"128","lemma=ῥυστάζω"," postag=v3siia---",1
"129","lemma=ῥυσάω"," postag=v-pppemd-",1
"130","lemma=ῥυσιαζω"," postag=v-sappfa-",1
"131","lemma=ῥύομαι"," postag=v--ane---",1
"132","lemma=ῥύομαι"," postag=v--anm---",1
"133","lemma=ῥύομαι"," postag=v-papmmn-",1
"134","lemma=ῥύομαι"," postag=v-sppefd-",1
"135","lemma=ῥύομαι"," postag=v1pfim---",1
"136","lemma=ῥύομαι"," postag=v1saim---",1
"137","lemma=ῥύομαι"," postag=v1saom---",1
"138","lemma=ῥύομαι"," postag=v1sfim---",1
"139","lemma=ῥύομαι"," postag=v1spie---",2
"140","lemma=ῥύομαι"," postag=v2ppie---",1
"141","lemma=ῥύομαι"," postag=v2ppme---",1
"142","lemma=ῥύομαι"," postag=v2ppoe---",1
"143","lemma=ῥύομαι"," postag=v2saie---",1
"144","lemma=ῥύομαι"," postag=v2samm---",5
"145","lemma=ῥύομαι"," postag=v3daim---",1
"146","lemma=ῥύομαι"," postag=v3paie---",2
"147","lemma=ῥύομαι"," postag=v3ppie---",1
"148","lemma=ῥύομαι"," postag=v3sai----",1
"149","lemma=ῥύομαι"," postag=v3saie---",10
"150","lemma=ῥύομαι"," postag=v3saim---",4
"151","lemma=ῥύομαι"," postag=v3saom---",3
"152","lemma=ῥύομαι"," postag=v3sfia---",1
"153","lemma=ῥύομαι"," postag=v3sfim---",1
"154","lemma=ῥύομαι"," postag=v3siie---",2
"155","lemma=ῥύομαι"," postag=v3spie---",4
"156","lemma=ῥύομαι"," postag=v3spoe---",2
"157","lemma=ῥύσκομαι"," postag=v2siie---",1
"158","lemma=ῥιπτάζω"," postag=v-sppamn-",1
"159","lemma=ῥιπτέω"," postag=v-sppenn-",1
"160","lemma=ῥιπτέω"," postag=v3spia---",1
"161","lemma=ῥιζόω"," postag=v-srpefa-",1
"162","lemma=ῥιζόω"," postag=v3saia---",2
"163","lemma=ῥιζόω"," postag=v3srie---",1
"164","lemma=ῥινηλατέω"," postag=v-sppafd-",1
"165","lemma=ῥιγέω"," postag=v--fna---",1
"166","lemma=ῥιγέω"," postag=v-srpamd-",1
"167","lemma=ῥιγέω"," postag=v1sria---",1
"168","lemma=ῥιγέω"," postag=v3paia---",1
"169","lemma=ῥιγέω"," postag=v3saia---",14
"170","lemma=ῥιγέω"," postag=v3siia---",1
"171","lemma=ῥιγέω"," postag=v3sria---",1
"172","lemma=ῥιγέω"," postag=v3srsa---",1
"173","lemma=ῥιγόω"," postag=v--fna---",1
"174","lemma=ῥέομαι"," postag=v-papefa-",2
"175","lemma=ῥέομαι"," postag=v2spie---",2
"176","lemma=ῥέπω"," postag=v--pna---",2
"177","lemma=ῥέπω"," postag=v-pppemg-",1
"178","lemma=ῥέπω"," postag=v-sppafa-",1
"179","lemma=ῥέπω"," postag=v-sppann-",1
"180","lemma=ῥέπω"," postag=v3siia---",2
"181","lemma=ῥέπω"," postag=v3spia---",3
"182","lemma=ῥέζω"," postag=v--ana---",6
"183","lemma=ῥέζω"," postag=v--fna---",10
"184","lemma=ῥέζω"," postag=v--pna---",3
"185","lemma=ῥέζω"," postag=v-papama-",1
"186","lemma=ῥέζω"," postag=v-papamn-",2
"187","lemma=ῥέζω"," postag=v-sapama-",2
"188","lemma=ῥέζω"," postag=v-sapamd-",1
"189","lemma=ῥέζω"," postag=v-sapamn-",8
"190","lemma=ῥέζω"," postag=v-sappna-",2
"191","lemma=ῥέζω"," postag=v-sappng-",1
"192","lemma=ῥέζω"," postag=v-sppafa-",2
"193","lemma=ῥέζω"," postag=v-sppamn-",5
"194","lemma=ῥέζω"," postag=v1paia---",1
"195","lemma=ῥέζω"," postag=v1pasa---",2
"196","lemma=ῥέζω"," postag=v1pfia---",2
"197","lemma=ῥέζω"," postag=v1saia---",4
"198","lemma=ῥέζω"," postag=v1saoa---",1
"199","lemma=ῥέζω"," postag=v1sasa---",2
"200","lemma=ῥέζω"," postag=v1sfia---",5
"201","lemma=ῥέζω"," postag=v1siia---",1
"202","lemma=ῥέζω"," postag=v1spia---",1
"203","lemma=ῥέζω"," postag=v2ppia---",1
"204","lemma=ῥέζω"," postag=v2ppma---",1
"205","lemma=ῥέζω"," postag=v2saia---",1
"206","lemma=ῥέζω"," postag=v2samm---",1
"207","lemma=ῥέζω"," postag=v2sasa---",1
"208","lemma=ῥέζω"," postag=v2sfia---",1
"209","lemma=ῥέζω"," postag=v2spia---",1
"210","lemma=ῥέζω"," postag=v2spma---",1
"211","lemma=ῥέζω"," postag=v3paia---",1
"212","lemma=ῥέζω"," postag=v3pasa---",1
"213","lemma=ῥέζω"," postag=v3piia---",4
"214","lemma=ῥέζω"," postag=v3ppia---",4
"215","lemma=ῥέζω"," postag=v3saia---",14
"216","lemma=ῥέζω"," postag=v3saoa---",2
"217","lemma=ῥέζω"," postag=v3sasa---",3
"218","lemma=ῥέζω"," postag=v3sfia---",1
"219","lemma=ῥέζω"," postag=v3siia---",1
"220","lemma=ῥέζω"," postag=v3spia---",1
"221","lemma=ῥέζω"," postag=v3spoa---",6
"222","lemma=ῥέω"," postag=v--pna---",1
"223","lemma=ῥέω"," postag=v-dppama-",1
"224","lemma=ῥέω"," postag=v-pppafn-",1
"225","lemma=ῥέω"," postag=v-pppamn-",6
"226","lemma=ῥέω"," postag=v-sppafa-",1
"227","lemma=ῥέω"," postag=v-sppama-",4
"228","lemma=ῥέω"," postag=v-sppamg-",5
"229","lemma=ῥέω"," postag=v-sppamn-",10
"230","lemma=ῥέω"," postag=v-sppana-",1
"231","lemma=ῥέω"," postag=v-sppang-",1
"232","lemma=ῥέω"," postag=v3piia---",4
"233","lemma=ῥέω"," postag=v3ppia---",2
"234","lemma=ῥέω"," postag=v3saip---",2
"235","lemma=ῥέω"," postag=v3siia---",27
"236","lemma=ῥέω"," postag=v3spia---",17
"237","lemma=ῥέω"," postag=v3spma---",1
"238","lemma=ῥέω"," postag=v3spoa---",1
"239","lemma=ῥέγκω"," postag=v3ppia---",1
"240","lemma=ῥώομαι"," postag=v3paim---",3
"241","lemma=ῥώομαι"," postag=v3piie---",7
"242","lemma=ῥώννυμι"," postag=v3plie---",1
"243","lemma=ἠθέω"," postag=v3siia---",1
"244","lemma=ἠπεροπεύω"," postag=v--pna---",3
"245","lemma=ἠπεροπεύω"," postag=v-sapamn-",1
"246","lemma=ἠπεροπεύω"," postag=v2sasa---",1
"247","lemma=ἠπεροπεύω"," postag=v2spia---",1
"248","lemma=ἠπεροπεύω"," postag=v3piia---",1
"249","lemma=ἠπεροπεύω"," postag=v3spia---",1
"250","lemma=ἠπύω"," postag=v-sppamn-",1
"251","lemma=ἠπύω"," postag=v2spia---",1
"252","lemma=ἠπύω"," postag=v3piia---",1
"253","lemma=ἠπύω"," postag=v3siia---",1
"254","lemma=ἠπύω"," postag=v3spia---",3
"255","lemma=ἠπύω"," postag=v3spoa---",1
"256","lemma=ἠλασκάζω"," postag=v-sppamn-",1
"257","lemma=ἠλασκάζω"," postag=v3spia---",1
"258","lemma=ἠλάσκω"," postag=v-pppafn-",1
"259","lemma=ἠλάσκω"," postag=v3ppia---",1
"260","lemma=ἠλιθιόω"," postag=v3sasa---",1
"261","lemma=ἠερέθομαι"," postag=v3ppie---",3
"262","lemma=ἠχέω"," postag=v--pna---",1
"263","lemma=ἠχέω"," postag=v-sppamn-",2
"264","lemma=ἠχέω"," postag=v3paia---",1
"265","lemma=ἠχέω"," postag=v3siia---",1
"266","lemma=ἠχέω"," postag=v3spia---",2
"267","lemma=ἠμί"," postag=v1siia---",5
"268","lemma=ἠμί"," postag=v3siia---",87
"269","lemma=ἠμύω"," postag=v3saia---",2
"270","lemma=ἠμύω"," postag=v3saoa---",2
"271","lemma=ἠμύω"," postag=v3spia---",1
"272","lemma=ἠγερέθομαι"," postag=v--pne---",1
"273","lemma=ἠγερέθομαι"," postag=v3piie---",14
"274","lemma=ἠγερέθομαι"," postag=v3ppie---",1
"275","lemma=Ἀττικίζω"," postag=v-pppamd-",1
"276","lemma=ἡδυπαθέω"," postag=v-sapamn-",1
"277","lemma=ἡδύνω"," postag=v--pne---",1
"278","lemma=ἡδύνω"," postag=v-sppamn-",1
"279","lemma=ἡττάω"," postag=v--pne---",2
"280","lemma=ἡττάω"," postag=v-pappmg-",3
"281","lemma=ἡττάω"," postag=v-pappmn-",1
"282","lemma=ἡττάω"," postag=v-pppemd-",2
"283","lemma=ἡττάω"," postag=v-pppemg-",1
"284","lemma=ἡττάω"," postag=v-prpema-",1
"285","lemma=ἡττάω"," postag=v-sappmn-",1
"286","lemma=ἡττάω"," postag=v-sppefa-",1
"287","lemma=ἡττάω"," postag=v3paip---",1
"288","lemma=ἡττάω"," postag=v3saia---",1
"289","lemma=ἡττάω"," postag=v3saip---",1
"290","lemma=ἡττάω"," postag=v3siie---",1
"291","lemma=ἡμερολογέω"," postag=v-pppama-",1
"292","lemma=ἡμερεύω"," postag=v-pppama-",1
"293","lemma=ἡμερεύω"," postag=v1pfia---",1
"294","lemma=ἡμερόω"," postag=v-srpefa-",1
"295","lemma=ἡμφισβητέω"," postag=v3siia---",1
"296","lemma=ἡνιοχεύω"," postag=v2spia---",1
"297","lemma=ἡνιοχεύω"," postag=v3siia---",4
"298","lemma=ἡνιοχέω"," postag=v-sppamn-",1
"299","lemma=ἡβάω"," postag=v-dapamn-",1
"300","lemma=ἡβάω"," postag=v-pppamn-",2
"301","lemma=ἡβάω"," postag=v-sapamn-",1
"302","lemma=ἡβάω"," postag=v-sppafa-",1
"303","lemma=ἡβάω"," postag=v-sppafn-",1
"304","lemma=ἡβάω"," postag=v-sppama-",2
"305","lemma=ἡβάω"," postag=v-sppamg-",1
"306","lemma=ἡβάω"," postag=v-sppamn-",3
"307","lemma=ἡβάω"," postag=v1spoa---",6
"308","lemma=ἡβάω"," postag=v3saoa---",1
"309","lemma=ἡβάω"," postag=v3sasa---",1
"310","lemma=ἡβάω"," postag=v3spoa---",1
"311","lemma=ἡγεμονεύω"," postag=v--pna---",1
"312","lemma=ἡγεμονεύω"," postag=v1sfia---",2
"313","lemma=ἡγεμονεύω"," postag=v2spma---",2
"314","lemma=ἡγεμονεύω"," postag=v2spsa---",1
"315","lemma=ἡγεμονεύω"," postag=v3sfia---",1
"316","lemma=ἡγεμονεύω"," postag=v3siia---",25
"317","lemma=ἡγεμονεύω"," postag=v3spia---",1
"318","lemma=ἡγεμονεύω"," postag=v3spsa---",2
"319","lemma=ἡγηλάζω"," postag=v2spia---",1
"320","lemma=ἡγηλάζω"," postag=v3spia---",1
"321","lemma=ἡγέομαι"," postag=v--anm---",5
"322","lemma=ἡγέομαι"," postag=v--pne---",10
"323","lemma=ἡγέομαι"," postag=v-p-pmma-",1
"324","lemma=ἡγέομαι"," postag=v-papmma-",1
"325","lemma=ἡγέομαι"," postag=v-papmmn-",5
"326","lemma=ἡγέομαι"," postag=v-pppema-",2
"327","lemma=ἡγέομαι"," postag=v-pppemd-",4
"328","lemma=ἡγέομαι"," postag=v-pppemg-",5
"329","lemma=ἡγέομαι"," postag=v-pppemn-",9
"330","lemma=ἡγέομαι"," postag=v-sapmfn-",1
"331","lemma=ἡγέομαι"," postag=v-sapmma-",1
"332","lemma=ἡγέομαι"," postag=v-sapmmn-",1
"333","lemma=ἡγέομαι"," postag=v-sppefa-",1
"334","lemma=ἡγέομαι"," postag=v-sppefn-",1
"335","lemma=ἡγέομαι"," postag=v-sppema-",3
"336","lemma=ἡγέομαι"," postag=v-sppemg-",8
"337","lemma=ἡγέομαι"," postag=v-sppemn-",8
"338","lemma=ἡγέομαι"," postag=v1piie---",1
"339","lemma=ἡγέομαι"," postag=v1sfim---",2
"340","lemma=ἡγέομαι"," postag=v1siie---",4
"341","lemma=ἡγέομαι"," postag=v1spie---",12
"342","lemma=ἡγέομαι"," postag=v1srie---",1
"343","lemma=ἡγέομαι"," postag=v2piie---",1
"344","lemma=ἡγέομαι"," postag=v2ppme---",1
"345","lemma=ἡγέομαι"," postag=v2ppoe---",1
"346","lemma=ἡγέομαι"," postag=v2saim---",1
"347","lemma=ἡγέομαι"," postag=v2saom---",1
"348","lemma=ἡγέομαι"," postag=v2sasm---",1
"349","lemma=ἡγέομαι"," postag=v2sfim---",1
"350","lemma=ἡγέομαι"," postag=v2spie---",3
"351","lemma=ἡγέομαι"," postag=v2spme---",2
"352","lemma=ἡγέομαι"," postag=v3daim---",4
"353","lemma=ἡγέομαι"," postag=v3diie---",2
"354","lemma=ἡγέομαι"," postag=v3paim---",3
"355","lemma=ἡγέομαι"," postag=v3pfim---",2
"356","lemma=ἡγέομαι"," postag=v3piie---",6
"357","lemma=ἡγέομαι"," postag=v3ppie---",13
"358","lemma=ἡγέομαι"," postag=v3ppme---",1
"359","lemma=ἡγέομαι"," postag=v3sai----",2
"360","lemma=ἡγέομαι"," postag=v3saim---",18
"361","lemma=ἡγέομαι"," postag=v3samm---",1
"362","lemma=ἡγέομαι"," postag=v3saom---",5
"363","lemma=ἡγέομαι"," postag=v3siie---",26
"364","lemma=ἡγέομαι"," postag=v3spie---",2
"365","lemma=ἡγέομαι"," postag=v3spme---",1
"366","lemma=ἡγέομαι"," postag=v3spse---",3
"367","lemma=ἡσυχάζω"," postag=v--pna---",2
"368","lemma=ἡσυχάζω"," postag=v-pppafg-",1
"369","lemma=ἡσυχάζω"," postag=v-sapafa-",1
"370","lemma=ἡσυχάζω"," postag=v-sapafn-",1
"371","lemma=ἡσυχάζω"," postag=v-sppafd-",1
"372","lemma=ἡσυχάζω"," postag=v-sppamn-",1
"373","lemma=ἡσυχάζω"," postag=v2ppia---",1
"374","lemma=ἡσυχάζω"," postag=v2spma---",2
"375","lemma=ἡσυχάζω"," postag=v3pfia---",1
"376","lemma=ἡσυχάζω"," postag=v3piia---",3
"377","lemma=ἡσυχάζω"," postag=v3siia---",2
"378","lemma=ἡσυχάζω"," postag=v3spoa---",1
"379","lemma=ἡσυχάω"," postag=v3pfia---",1
"380","lemma=ἡσσάομαι"," postag=v--pne---",1
"381","lemma=ἡσσάομαι"," postag=v-papema-",1
"382","lemma=ἡσσάομαι"," postag=v-papemn-",3
"383","lemma=ἡσσάομαι"," postag=v-pppema-",2
"384","lemma=ἡσσάομαι"," postag=v-pppemd-",1
"385","lemma=ἡσσάομαι"," postag=v-pppemg-",1
"386","lemma=ἡσσάομαι"," postag=v-pppemn-",1
"387","lemma=ἡσσάομαι"," postag=v-prpemn-",1
"388","lemma=ἡσσάομαι"," postag=v-sapemd-",1
"389","lemma=ἡσσάομαι"," postag=v-sapemn-",2
"390","lemma=ἡσσάομαι"," postag=v-sppema-",1
"391","lemma=ἡσσάομαι"," postag=v-srpemn-",3
"392","lemma=ἡσσάομαι"," postag=v-srpena-",1
"393","lemma=ἡσσάομαι"," postag=v3piie---",2
"394","lemma=ἡσσάομαι"," postag=v3plie---",1
"395","lemma=ἡσσάομαι"," postag=v3ppie---",1
"396","lemma=ἡσσάομαι"," postag=v3sase---",1
"397","lemma=ἡσσάομαι"," postag=v3siie---",1
"398","lemma=ἴπτομαι"," postag=v2saie---",2
"399","lemma=ἴπτομαι"," postag=v3sfie---",1
"400","lemma=ἴσχω"," postag=v--pna---",10
"401","lemma=ἴσχω"," postag=v--pne---",2
"402","lemma=ἴσχω"," postag=v-sppafn-",1
"403","lemma=ἴσχω"," postag=v-sppama-",1
"404","lemma=ἴσχω"," postag=v-sppamn-",3
"405","lemma=ἴσχω"," postag=v2ppme---",3
"406","lemma=ἴσχω"," postag=v2spia---",2
"407","lemma=ἴσχω"," postag=v2spma---",5
"408","lemma=ἴσχω"," postag=v2spme---",8
"409","lemma=ἴσχω"," postag=v3piia---",2
"410","lemma=ἴσχω"," postag=v3ppia---",3
"411","lemma=ἴσχω"," postag=v3ppsa---",2
"412","lemma=ἴσχω"," postag=v3siia---",4
"413","lemma=ἴσχω"," postag=v3siie---",1
"414","lemma=ἴσχω"," postag=v3spia---",17
"415","lemma=ἴσκε"," postag=v3saia---",2
"416","lemma=ἴσκω"," postag=v-pppamn-",1
"417","lemma=ἴσκω"," postag=v-sppafn-",1
"418","lemma=ἑψάω"," postag=v2sasm---",1
"419","lemma=ἑψάω"," postag=v3saia---",1
"420","lemma=ἑψιάομαι"," postag=v--pne---",1
"421","lemma=ἑψιάομαι"," postag=v3ppme---",1
"422","lemma=ἑψέω"," postag=v-papamn-",1
"423","lemma=ἑδριάω"," postag=v--pne---",5
"424","lemma=ἑδριάω"," postag=v3piie---",3
"425","lemma=ἑδριάω"," postag=v3ppie---",1
"426","lemma=ἑδνόω"," postag=v3sao----",1
"427","lemma=ἑορτάζω"," postag=v-pppama-",1
"428","lemma=ἑτοιμάζω"," postag=v-pappng-",1
"429","lemma=ἑτοιμάζω"," postag=v-pppama-",1
"430","lemma=ἑτοιμάζω"," postag=v-sapamg-",1
"431","lemma=ἑτοιμάζω"," postag=v-sapamn-",1
"432","lemma=ἑτοιμάζω"," postag=v-srpamn-",1
"433","lemma=ἑτοιμάζω"," postag=v2pama---",1
"434","lemma=ἑτοιμάζω"," postag=v3paim---",1
"435","lemma=ἑτοιμάζω"," postag=v3paom---",2
"436","lemma=ἑτοιμάζω"," postag=v3piia---",1
"437","lemma=ἑτοιμάζω"," postag=v3sama---",1
"438","lemma=ἑτοιμάζω"," postag=v3sasp---",1
"439","lemma=ἑτοιμάζω"," postag=v3slie---",2
"440","lemma=ἑταιρίζω"," postag=v--ana---",1
"441","lemma=ἑταιρίζω"," postag=v-sppefa-",1
"442","lemma=ἑταιρίζω"," postag=v3saom---",1
"443","lemma=ἑταιρέω"," postag=v--pna---",2
"444","lemma=ἑταιρέω"," postag=v-pppafd-",1
"445","lemma=ἑταιρέω"," postag=v-pppafg-",1
"446","lemma=ἑταιρέω"," postag=v-sppafg-",1
"447","lemma=ἑταιρέω"," postag=v-sppafn-",1
"448","lemma=ἑταιρέω"," postag=v3pria---",1
"449","lemma=ἑλίσσω"," postag=v--pna---",1
"450","lemma=ἑλίσσω"," postag=v-pappmg-",1
"451","lemma=ἑλίσσω"," postag=v-pppemn-",1
"452","lemma=ἑλίσσω"," postag=v-sapamn-",1
"453","lemma=ἑλίσσω"," postag=v-sapmmn-",4
"454","lemma=ἑλίσσω"," postag=v-sppamn-",3
"455","lemma=ἑλίσσω"," postag=v-sppefn-",2
"456","lemma=ἑλίσσω"," postag=v-sppema-",2
"457","lemma=ἑλίσσω"," postag=v-sppemg-",1
"458","lemma=ἑλίσσω"," postag=v-sppemn-",1
"459","lemma=ἑλίσσω"," postag=v-srpemn-",1
"460","lemma=ἑλίσσω"," postag=v3ppia---",1
"461","lemma=ἑλίσσω"," postag=v3sasm---",1
"462","lemma=ἑλίσσω"," postag=v3siie---",2
"463","lemma=ἑλίσσω"," postag=v3spie---",2
"464","lemma=ἑλκαίνω"," postag=v-pppamd-",1
"465","lemma=ἑλκυστάζω"," postag=v-sppamn-",2
"466","lemma=ἑλκέω"," postag=v-pappfa-",1
"467","lemma=ἑλκέω"," postag=v3pasa---",1
"468","lemma=ἑλκέω"," postag=v3pfia---",1
"469","lemma=ἑλκέω"," postag=v3piia---",1
"470","lemma=ἑλκέω"," postag=v3saia---",1
"471","lemma=ἑλκέω"," postag=v3siia---",1
"472","lemma=ἑλκόω"," postag=v-sppamn-",1
"473","lemma=ἑάφθη"," postag=v3saip---",2
"474","lemma=ἑρπύζω"," postag=v-sppama-",1
"475","lemma=ἑρπύζω"," postag=v-sppamn-",2
"476","lemma=ἑνόω"," postag=v-pappmg-",1
"477","lemma=ἑστιάω"," postag=v--pne---",1
"478","lemma=ἑστιάω"," postag=v-sapamn-",1
"479","lemma=ἑστιάω"," postag=v-sppamg-",1
"480","lemma=ἑστιάω"," postag=v-sppamn-",1
"481","lemma=ἑστιάω"," postag=v-sppand-",1
"482","lemma=ἑστιάω"," postag=v-srpamn-",1
"483","lemma=ἑστιάω"," postag=v3saia---",1
"484","lemma=ἑσσόομαι"," postag=v-papema-",1
"485","lemma=ἑσσόομαι"," postag=v-papemn-",3
"486","lemma=ἑσσόομαι"," postag=v3piie---",1
"487","lemma=ἑσσόομαι"," postag=v3saie---",1
"488","lemma=ἔδω"," postag=v---na---",9
"489","lemma=ἔδω"," postag=v--pna---",1
"490","lemma=ἔδω"," postag=v-pppama-",2
"491","lemma=ἔδω"," postag=v-pppamn-",15
"492","lemma=ἔδω"," postag=v-sppamn-",4
"493","lemma=ἔδω"," postag=v-srpamn-",1
"494","lemma=ἔδω"," postag=v1ppsa---",1
"495","lemma=ἔδω"," postag=v1sfim---",1
"496","lemma=ἔδω"," postag=v2sfim---",1
"497","lemma=ἔδω"," postag=v2spia---",1
"498","lemma=ἔδω"," postag=v3pfim---",6
"499","lemma=ἔδω"," postag=v3piia---",1
